ccode,polity_code,dispute,StYear,EndYear
255,GMY,1,1914,1914
640,TUR,1,1914,1914
360,RUM,1,1914,1914
300,NA,1,1914,1914
255,GMY,1,1914,1914
225,SWZ,1,1914,1914
355,BUL,1,1914,1914
350,GRC,1,1914,1914
350,GRC,1,1914,1914
640,TUR,1,1914,1914
365,RUS,1,1918,1918
640,TUR,1,1918,1918
365,RUS,1,1918,1918
255,GMY,1,1918,1918
640,TUR,1,1916,1918
255,GMY,1,1916,1918
355,BUL,1,1916,1918
300,NA,1,1916,1918
339,ALB,1,1916,1918
230,SPN,1,1915,1918
255,GMY,1,1915,1918
385,NOR,1,1914,1914
200,UKG,1,1914,1914
210,NTH,1,1914,1914
365,RUS,1,1914,1914
640,TUR,1,1915,1915
355,BUL,1,1915,1915
817,NA,1,1960,1960
816,VIE,1,1960,1960
816,VIE,1,1961,1962
365,RUS,1,1962,1962
710,CHN,1,1962,1962
2,USA,1,1961,1962
345,YGS,1,1926,1926
325,ITA,1,1926,1926
2,USA,1,1887,1887
200,UKG,1,1887,1887
255,GMY,1,1887,1887
315,CZE,1,1939,1939
310,HUN,1,1939,1939
651,EGY,1,1950,1951
666,ISR,1,1950,1951
666,ISR,1,1951,1951
651,EGY,1,1951,1951
666,ISR,1,1951,1952
651,EGY,1,1951,1952
666,ISR,1,1953,1956
651,EGY,1,1953,1956
651,EGY,1,1952,1954
666,ISR,1,1952,1954
666,ISR,1,1957,1961
651,EGY,1,1957,1961
651,EGY,1,1962,1962
666,ISR,1,1962,1962
651,EGY,1,1963,1963
666,ISR,1,1963,1963
651,EGY,1,1964,1965
666,ISR,1,1964,1965
651,EGY,1,1966,1966
666,ISR,1,1966,1966
651,EGY,1,1973,1975
666,ISR,1,1973,1975
666,ISR,1,1975,1976
651,EGY,1,1975,1976
651,EGY,1,1977,1977
666,ISR,1,1977,1977
651,EGY,1,1979,1979
666,ISR,1,1979,1979
666,ISR,1,1983,1983
651,EGY,1,1983,1983
666,ISR,1,1983,1985
651,EGY,1,1983,1985
651,EGY,1,1949,1950
666,ISR,1,1949,1950
666,ISR,1,1970,1971
651,EGY,1,1970,1971
666,ISR,1,1950,1950
652,SYR,1,1950,1950
666,ISR,1,1951,1951
652,SYR,1,1951,1951
666,ISR,1,1952,1952
652,SYR,1,1952,1952
666,ISR,1,1954,1954
652,SYR,1,1954,1954
666,ISR,1,1954,1955
652,SYR,1,1954,1955
651,EGY,1,1958,1960
652,SYR,1,1955,1958
666,ISR,1,1955,1960
651,EGY,1,1961,1961
666,ISR,1,1961,1961
666,ISR,1,1962,1962
652,SYR,1,1962,1962
666,ISR,1,1963,1964
652,SYR,1,1963,1964
652,SYR,1,1964,1965
666,ISR,1,1964,1965
666,ISR,1,1965,1965
652,SYR,1,1965,1965
652,SYR,1,1950,1950
666,ISR,1,1950,1950
663,JOR,1,1966,1966
651,EGY,1,1966,1966
666,ISR,1,1966,1966
652,SYR,1,1966,1966
652,SYR,1,1951,1952
666,ISR,1,1951,1952
652,SYR,1,1952,1952
666,ISR,1,1952,1952
652,SYR,1,1954,1954
666,ISR,1,1954,1954
652,SYR,1,1955,1955
666,ISR,1,1955,1955
666,ISR,1,1953,1958
652,SYR,1,1953,1958
666,ISR,1,1955,1955
652,SYR,1,1955,1955
652,SYR,1,1961,1963
651,EGY,1,1958,1961
666,ISR,1,1958,1963
651,EGY,1,1958,1958
666,ISR,1,1958,1958
651,EGY,1,1959,1959
666,ISR,1,1959,1959
666,ISR,1,1960,1960
651,EGY,1,1960,1960
666,ISR,1,1962,1963
652,SYR,1,1962,1963
652,SYR,1,1963,1963
666,ISR,1,1963,1963
666,ISR,1,1964,1966
652,SYR,1,1964,1966
666,ISR,1,1950,1952
652,SYR,1,1950,1952
666,ISR,1,1953,1953
652,SYR,1,1953,1953
651,EGY,1,1958,1959
666,ISR,1,1954,1959
652,SYR,1,1954,1958
666,ISR,1,1959,1960
651,EGY,1,1959,1960
666,ISR,1,1961,1963
652,SYR,1,1961,1963
651,EGY,1,1961,1961
666,ISR,1,1966,1966
652,SYR,1,1966,1966
666,ISR,1,1961,1961
652,SYR,1,1961,1961
666,ISR,1,1965,1966
652,SYR,1,1965,1966
652,SYR,1,1973,1974
666,ISR,1,1973,1974
652,SYR,1,1974,1975
666,ISR,1,1974,1975
666,ISR,1,1975,1977
652,SYR,1,1975,1977
666,ISR,1,1978,1978
652,SYR,1,1978,1978
666,ISR,1,1979,1980
652,SYR,1,1979,1980
652,SYR,1,1982,1984
666,ISR,1,1982,1984
652,SYR,1,1985,1986
666,ISR,1,1985,1986
666,ISR,1,1982,1985
652,SYR,1,1982,1982
660,LEB,1,1982,1985
652,SYR,1,1949,1949
666,ISR,1,1949,1949
666,ISR,1,1967,1967
652,SYR,1,1967,1967
666,ISR,1,1968,1971
652,SYR,1,1968,1971
666,ISR,1,1980,1981
660,LEB,1,1980,1981
652,SYR,1,1980,1981
290,POL,1,1919,1919
368,LIT,1,1919,1919
368,LIT,1,1921,1921
290,POL,1,1921,1921
325,ITA,1,1942,1943
255,GMY,1,1942,1943
140,BRA,1,1942,1943
310,HUN,1,1941,1941
355,BUL,1,1941,1941
740,JPN,1,1945,1945
140,BRA,1,1945,1945
255,GMY,1,1945,1945
740,JPN,1,1945,1945
135,PER,1,1945,1945
255,GMY,1,1945,1945
740,JPN,1,1945,1945
165,URU,1,1945,1945
740,JPN,1,1945,1945
255,GMY,1,1945,1945
160,ARG,1,1945,1945
740,JPN,1,1945,1945
155,CHL,1,1945,1945
255,GMY,1,1945,1945
740,JPN,1,1945,1945
651,EGY,1,1945,1945
740,JPN,1,1945,1945
630,IRN,1,1945,1945
740,JPN,1,1941,1942
255,GMY,1,1941,1942
325,ITA,1,1941,1942
355,BUL,1,1941,1942
310,HUN,1,1941,1942
41,HAI,1,1941,1942
360,RUM,1,1941,1942
740,JPN,1,1941,1942
255,GMY,1,1941,1942
325,ITA,1,1941,1942
310,HUN,1,1941,1942
355,BUL,1,1941,1942
360,RUM,1,1941,1942
93,NIC,1,1941,1942
255,GMY,1,1943,1944
630,IRN,1,1943,1944
255,GMY,1,1943,1944
325,ITA,1,1943,1944
740,JPN,1,1943,1944
145,BOL,1,1943,1944
255,GMY,1,1943,1944
100,COL,1,1943,1944
255,GMY,1,1941,1942
325,ITA,1,1941,1942
740,JPN,1,1941,1942
94,COS,1,1941,1942
255,GMY,1,1941,1942
325,ITA,1,1941,1942
740,JPN,1,1941,1942
40,CUB,1,1941,1942
740,JPN,1,1941,1942
325,ITA,1,1941,1942
255,GMY,1,1941,1942
42,DOM,1,1941,1942
255,GMY,1,1941,1942
325,ITA,1,1941,1942
740,JPN,1,1941,1942
92,SAL,1,1941,1942
740,JPN,1,1941,1942
255,GMY,1,1941,1942
325,ITA,1,1941,1942
90,GUA,1,1941,1942
255,GMY,1,1941,1942
325,ITA,1,1941,1942
740,JPN,1,1941,1942
91,HON,1,1941,1942
740,JPN,1,1942,1942
255,GMY,1,1942,1942
325,ITA,1,1942,1942
70,MEX,1,1942,1942
740,JPN,1,1941,1942
255,GMY,1,1941,1942
325,ITA,1,1941,1942
95,PAN,1,1941,1942
255,GMY,1,1944,1944
740,JPN,1,1944,1944
450,LBR,1,1944,1944
740,JPN,1,1942,1943
325,ITA,1,1942,1943
255,GMY,1,1942,1943
530,ETI,1,1942,1943
800,THI,1,1983,1986
812,LAO,1,1983,1986
630,IRN,1,1984,1984
2,USA,1,1984,1984
360,RUM,1,1940,1940
365,RUS,1,1940,1940
2,USA,1,1992,1992
135,PER,1,1992,1992
211,BEL,1,1992,1996
20,CAN,1,1992,1992
390,DEN,1,1992,1992
220,FRN,1,1992,1996
255,GMY,1,1992,1996
350,GRC,1,1992,1996
325,ITA,1,1992,1996
210,NTH,1,1992,1996
235,POR,1,1992,1992
360,RUM,1,1993,1993
230,SPN,1,1992,1996
640,TUR,1,1992,1996
200,UKG,1,1992,1996
2,USA,1,1992,1996
345,YGS,1,1992,1996
645,IRQ,1,1992,1993
2,USA,1,1992,1993
200,UKG,1,1992,1993
220,FRN,1,1992,1993
690,KUW,1,1992,1993
365,RUS,1,1993,1993
670,SAU,1,1993,1993
223,NA,1,1992,1992
225,SWZ,1,1992,1992
345,YGS,1,1992,1992
339,ALB,1,1992,1992
344,CRO,1,1992,1992
345,YGS,1,1992,1992
346,BOS,1,1992,1994
344,CRO,1,1992,1994
346,BOS,1,1992,1993
345,YGS,1,1992,1993
365,RUS,1,1992,1992
359,MLD,1,1992,1992
369,UKR,1,1992,1992
365,RUS,1,1992,1992
366,EST,1,1992,1992
365,RUS,1,1992,1992
372,GRG,1,1992,1993
365,RUS,1,1992,1993
365,RUS,1,1992,1992
380,SWD,1,1992,1992
371,ARM,1,1992,1995
373,AZE,1,1992,1995
630,IRN,1,1993,1993
365,RUS,1,1993,1993
640,TUR,1,1993,1993
404,GNB,1,1992,1992
433,SEN,1,1992,1992
645,IRQ,1,1992,1992
630,IRN,1,1992,1992
696,UAE,1,1992,1992
630,IRN,1,1992,1992
645,IRQ,1,1992,1994
690,KUW,1,1992,1994
220,FRN,1,1993,1993
200,UKG,1,1993,1993
2,USA,1,1993,1993
694,QAT,1,1992,1992
670,SAU,1,1992,1992
732,ROK,1,1992,1992
731,PRK,1,1992,1992
750,IND,1,1992,1992
780,SRI,1,1992,1992
910,PNG,1,1992,1992
750,IND,1,1992,1992
830,SIN,1,1992,1992
820,MAL,1,1992,1992
775,MYA,1,1992,1992
800,THI,1,1992,1992
345,YGS,1,1919,1919
305,AUS,1,1919,1919
551,ZAM,1,1977,1977
490,ZAI,1,1977,1977
800,THI,1,1977,1977
816,VIE,1,1977,1977
651,EGY,1,1978,1978
352,CYP,1,1978,1978
385,NOR,1,1978,1978
365,RUS,1,1978,1978
230,SPN,1,1979,1979
600,MOR,1,1979,1979
230,SPN,1,1980,1980
600,MOR,1,1980,1980
850,INS,1,1980,1980
816,VIE,1,1980,1980
740,JPN,1,1982,1982
840,PHI,1,1982,1982
680,YPR,1,1982,1982
2,USA,1,1982,1982
698,OMA,1,1982,1982
816,VIE,1,1983,1983
710,CHN,1,1983,1983
365,RUS,1,1983,1983
380,SWD,1,1983,1983
710,CHN,1,1983,1984
816,VIE,1,1983,1984
820,MAL,1,1983,1984
694,QAT,1,1984,1984
692,BAH,1,1984,1984
696,UAE,1,1984,1984
698,OMA,1,1984,1984
670,SAU,1,1984,1984
690,KUW,1,1984,1984
630,IRN,1,1984,1984
775,MYA,1,1985,1985
800,THI,1,1985,1985
620,LIB,1,1985,1985
2,USA,1,1985,1985
651,EGY,1,1985,1985
840,PHI,1,1985,1985
820,MAL,1,1985,1985
816,VIE,1,1985,1986
710,CHN,1,1985,1986
670,SAU,1,1985,1986
2,USA,1,1985,1986
200,UKG,1,1985,1986
630,IRN,1,1985,1986
690,KUW,1,1985,1986
750,IND,1,1986,1986
771,BNG,1,1986,1986
816,VIE,1,1986,1987
710,CHN,1,1986,1987
432,MLI,1,1986,1986
439,BFO,1,1986,1986
200,UKG,1,1982,1982
160,ARG,1,1982,1982
620,LIB,1,1977,1980
220,FRN,1,1978,1980
483,CHA,1,1977,1980
620,LIB,1,1980,1980
616,TUN,1,1980,1980
483,CHA,1,1981,1981
220,FRN,1,1980,1981
620,LIB,1,1980,1981
490,ZAI,1,1983,1984
220,FRN,1,1983,1984
620,LIB,1,1983,1984
483,CHA,1,1983,1984
2,USA,1,1983,1983
483,CHA,1,1986,1987
620,LIB,1,1986,1987
220,FRN,1,1986,1987
620,LIB,1,1986,1986
2,USA,1,1986,1986
2,USA,1,1986,1986
365,RUS,1,1986,1986
710,CHN,1,1987,1987
816,VIE,1,1987,1987
816,VIE,1,1984,1984
710,CHN,1,1984,1984
438,GUI,1,1970,1970
235,POR,1,1970,1970
365,RUS,1,1870,1871
710,CHN,1,1870,1871
710,CHN,1,1903,1904
365,RUS,1,1903,1904
710,CHN,1,1910,1911
365,RUS,1,1910,1911
710,CHN,1,1911,1911
365,RUS,1,1911,1911
710,CHN,1,1933,1934
365,RUS,1,1933,1934
710,CHN,1,1937,1938
365,RUS,1,1937,1938
666,ISR,1,1971,1971
365,RUS,1,1971,1971
210,NTH,1,1939,1939
200,UKG,1,1939,1939
255,GMY,1,1939,1940
210,NTH,1,1939,1940
211,BEL,1,1939,1940
255,GMY,1,1939,1940
255,GMY,1,1939,1940
212,LUX,1,1939,1940
385,NOR,1,1940,1940
200,UKG,1,1940,1940
385,NOR,1,1939,1940
255,GMY,1,1939,1940
390,DEN,1,1940,1940
255,GMY,1,1940,1940
390,DEN,1,1940,1940
200,UKG,1,1940,1940
2,USA,1,1939,1939
255,GMY,1,1939,1939
2,USA,1,1939,1940
200,UKG,1,1939,1940
2,USA,1,1940,1940
255,GMY,1,1940,1940
2,USA,1,1940,1940
360,RUM,1,1940,1940
2,USA,1,1941,1941
310,HUN,1,1941,1941
235,POR,1,1940,1940
255,GMY,1,1940,1940
255,GMY,1,1945,1945
740,JPN,1,1945,1945
101,VEN,1,1945,1945
255,GMY,1,1945,1945
740,JPN,1,1945,1945
150,PAR,1,1945,1945
325,ITA,1,1943,1943
200,UKG,1,1943,1943
2,USA,1,1943,1943
255,GMY,1,1943,1943
325,ITA,1,1943,1943
230,SPN,1,1940,1940
220,FRN,1,1940,1940
375,FIN,1,1939,1940
255,GMY,1,1939,1940
380,SWD,1,1940,1940
325,ITA,1,1940,1940
380,SWD,1,1942,1942
325,ITA,1,1942,1942
380,SWD,1,1943,1943
365,RUS,1,1943,1943
367,LAT,1,1939,1940
255,GMY,1,1939,1940
200,UKG,1,1939,1940
325,ITA,1,1939,1940
220,FRN,1,1882,1882
200,UKG,1,1882,1882
651,EGY,1,1882,1882
225,SWZ,1,1940,1940
200,UKG,1,1940,1940
380,SWD,1,1940,1940
255,GMY,1,1940,1940
380,SWD,1,1940,1940
200,UKG,1,1940,1940
365,RUS,1,1940,1940
640,TUR,1,1940,1940
380,SWD,1,1939,1940
255,GMY,1,1939,1940
380,SWD,1,1941,1941
255,GMY,1,1941,1941
380,SWD,1,1942,1944
255,GMY,1,1942,1944
360,RUM,1,1940,1940
200,UKG,1,1940,1940
740,JPN,1,1939,1939
200,UKG,1,1939,1939
366,EST,1,1939,1939
255,GMY,1,1939,1939
220,FRN,1,1940,1940
230,SPN,1,1940,1940
360,RUM,1,1940,1940
365,RUS,1,1940,1940
345,YGS,1,1940,1940
200,UKG,1,1940,1940
310,HUN,1,1941,1941
255,GMY,1,1940,1941
355,BUL,1,1941,1941
345,YGS,1,1940,1941
345,YGS,1,1940,1940
325,ITA,1,1940,1940
220,FRN,1,1940,1940
325,ITA,1,1940,1940
360,RUM,1,1940,1941
365,RUS,1,1940,1941
365,RUS,1,1940,1941
255,GMY,1,1940,1941
360,RUM,1,1940,1940
310,HUN,1,1940,1940
235,POR,1,1940,1940
200,UKG,1,1940,1940
360,RUM,1,1940,1941
255,GMY,1,1940,1941
255,GMY,1,1944,1944
310,HUN,1,1944,1944
360,RUM,1,1944,1944
255,GMY,1,1944,1944
355,BUL,1,1944,1944
355,BUL,1,1944,1944
640,TUR,1,1944,1944
375,FIN,1,1939,1940
255,GMY,1,1939,1940
255,GMY,1,1939,1939
365,RUS,1,1939,1939
70,MEX,1,1939,1939
255,GMY,1,1939,1939
255,GMY,1,1939,1940
165,URU,1,1939,1940
165,URU,1,1939,1939
200,UKG,1,1939,1939
255,GMY,1,1939,1939
160,ARG,1,1939,1939
160,ARG,1,1940,1940
255,GMY,1,1940,1940
230,SPN,1,1940,1940
200,UKG,1,1940,1940
230,SPN,1,1940,1940
325,ITA,1,1940,1940
255,GMY,1,1940,1941
640,TUR,1,1940,1941
355,BUL,1,1940,1941
640,TUR,1,1940,1940
325,ITA,1,1940,1940
630,IRN,1,1940,1940
325,ITA,1,1940,1940
325,ITA,1,1940,1940
651,EGY,1,1940,1940
95,PAN,1,1940,1940
325,ITA,1,1940,1940
95,PAN,1,1940,1940
255,GMY,1,1940,1940
350,GRC,1,1940,1940
355,BUL,1,1940,1940
640,TUR,1,1940,1940
355,BUL,1,1940,1940
360,RUM,1,1940,1940
255,GMY,1,1940,1940
355,BUL,1,1940,1940
355,BUL,1,1940,1940
365,RUS,1,1940,1940
365,RUS,1,1940,1940
200,UKG,1,1940,1940
310,HUN,1,1940,1940
255,GMY,1,1940,1940
310,HUN,1,1940,1940
255,GMY,1,1940,1940
205,IRE,1,1940,1940
255,GMY,1,1940,1940
140,BRA,1,1940,1940
200,UKG,1,1940,1940
140,BRA,1,1942,1942
325,ITA,1,1942,1942
350,GRC,1,1941,1941
200,UKG,1,1941,1941
355,BUL,1,1941,1941
255,GMY,1,1941,1941
355,BUL,1,1941,1941
365,RUS,1,1941,1941
310,HUN,1,1941,1941
360,RUM,1,1941,1941
355,BUL,1,1941,1941
200,UKG,1,1941,1941
365,RUS,1,1941,1941
360,RUM,1,1941,1941
651,EGY,1,1941,1941
255,GMY,1,1941,1941
235,POR,1,1941,1941
255,GMY,1,1941,1941
155,CHL,1,1942,1942
255,GMY,1,1942,1942
165,URU,1,1942,1942
255,GMY,1,1942,1942
325,ITA,1,1942,1942
255,GMY,1,1942,1942
70,MEX,1,1942,1942
41,HAI,1,1942,1942
360,RUM,1,1942,1942
40,CUB,1,1942,1942
255,GMY,1,1942,1942
255,GMY,1,1942,1942
40,CUB,1,1942,1942
95,PAN,1,1942,1942
255,GMY,1,1942,1942
91,HON,1,1942,1942
255,GMY,1,1942,1942
101,VEN,1,1942,1942
255,GMY,1,1942,1942
230,SPN,1,1943,1943
255,GMY,1,1943,1943
651,EGY,1,1943,1943
255,GMY,1,1943,1943
100,COL,1,1943,1943
255,GMY,1,1943,1943
95,PAN,1,1943,1943
255,GMY,1,1943,1943
2,USA,1,1989,1989
20,CAN,1,1989,1989
2,USA,1,1989,1989
95,PAN,1,1989,1989
630,IRN,1,1989,1989
2,USA,1,1989,1989
91,HON,1,1989,1989
92,SAL,1,1989,1989
91,HON,1,1989,1989
93,NIC,1,1989,1989
581,COM,1,1989,1989
220,FRN,1,1989,1989
660,LEB,1,1989,1990
220,FRN,1,1989,1990
338,NA,1,1989,1989
652,SYR,1,1989,1989
640,TUR,1,1989,1989
350,GRC,1,1989,1989
433,SEN,1,1989,1989
435,MAA,1,1989,1989
501,KEN,1,1989,1989
500,UGA,1,1989,1989
625,SDN,1,1989,1990
500,UGA,1,1989,1990
501,KEN,1,1989,1989
520,SOM,1,1989,1989
645,IRQ,1,1989,1989
630,IRN,1,1989,1989
666,ISR,1,1989,1989
651,EGY,1,1989,1989
770,PAK,1,1989,1989
700,AFG,1,1989,1989
732,ROK,1,1989,1989
731,PRK,1,1989,1989
750,IND,1,1989,1989
780,SRI,1,1989,1989
800,THI,1,1989,1989
775,MYA,1,1989,1989
800,THI,1,1989,1989
816,VIE,1,1989,1989
645,IRQ,1,1989,1989
630,IRN,1,1989,1989
640,TUR,1,1989,1989
652,SYR,1,1989,1989
40,CUB,1,1990,1990
2,USA,1,1990,1990
731,PRK,1,1990,1990
220,FRN,1,1990,1990
433,SEN,1,1990,1990
404,GNB,1,1990,1990
435,MAA,1,1989,1990
433,SEN,1,1989,1990
437,IVO,1,1990,1990
450,LBR,1,1990,1990
551,ZAM,1,1990,1990
490,ZAI,1,1990,1990
666,ISR,1,1990,1991
645,IRQ,1,1990,1991
663,JOR,1,1990,1991
640,TUR,1,1990,1991
451,SIE,1,1990,1991
433,SEN,1,1990,1991
770,PAK,1,1990,1991
436,NIR,1,1990,1991
600,MOR,1,1990,1991
771,BNG,1,1990,1991
210,NTH,1,1990,1991
160,ARG,1,1990,1991
230,SPN,1,1990,1991
211,BEL,1,1990,1991
350,GRC,1,1990,1991
255,GMY,1,1991,1991
694,QAT,1,1991,1991
698,OMA,1,1991,1991
900,AUL,1,1990,1991
692,BAH,1,1991,1991
652,SYR,1,1990,1991
20,CAN,1,1990,1991
696,UAE,1,1990,1991
200,UKG,1,1990,1991
651,EGY,1,1990,1991
220,FRN,1,1990,1991
325,ITA,1,1990,1991
670,SAU,1,1990,1991
2,USA,1,1990,1991
690,KUW,1,1990,1990
645,IRQ,1,1990,1991
666,ISR,1,1990,1991
663,JOR,1,1990,1991
750,IND,1,1990,1990
770,PAK,1,1990,1990
775,MYA,1,1990,1990
800,THI,1,1990,1990
910,PNG,1,1990,1990
850,INS,1,1990,1990
625,SDN,1,1991,1991
651,EGY,1,1991,1991
740,JPN,1,1991,1991
645,IRQ,1,1991,1991
20,CAN,1,1991,1991
2,USA,1,1991,1991
630,IRN,1,1991,1991
2,USA,1,1991,1991
645,IRQ,1,1991,1991
220,FRN,1,1991,1991
200,UKG,1,1991,1991
2,USA,1,1991,1991
490,ZAI,1,1991,1991
220,FRN,1,1991,1991
211,BEL,1,1991,1991
305,AUS,1,1991,1991
345,YGS,1,1991,1991
310,HUN,1,1991,1991
345,YGS,1,1991,1991
450,LBR,1,1991,1991
451,SIE,1,1991,1991
500,UGA,1,1991,1991
517,RWA,1,1991,1991
645,IRQ,1,1991,1991
640,TUR,1,1991,1991
645,IRQ,1,1991,1991
666,ISR,1,1991,1991
645,IRQ,1,1991,1991
690,KUW,1,1991,1991
710,CHN,1,1991,1991
713,TAW,1,1991,1991
731,PRK,1,1991,1991
732,ROK,1,1991,1991
770,PAK,1,1991,1991
750,IND,1,1991,1991
771,BNG,1,1991,1991
775,MYA,1,1991,1991
130,ECU,1,1991,1991
135,PER,1,1991,1991
91,HON,1,1991,1991
93,NIC,1,1991,1991
666,ISR,1,1977,1978
660,LEB,1,1977,1978
811,CAM,1,1994,1996
800,THI,1,1994,1996
775,MYA,1,1995,1995
800,THI,1,1995,1995
800,THI,1,1996,1996
775,MYA,1,1996,1996
811,CAM,1,1996,1996
816,VIE,1,1996,1996
750,IND,1,1995,1995
771,BNG,1,1995,1995
771,BNG,1,1996,1996
750,IND,1,1996,1996
750,IND,1,1993,1999
770,PAK,1,1993,1999
800,THI,1,1995,1995
816,VIE,1,1995,1995
100,COL,1,1995,1995
101,VEN,1,1995,1995
92,SAL,1,1993,1993
91,HON,1,1993,1993
91,HON,1,1995,1995
93,NIC,1,1995,1995
93,NIC,1,1995,1995
91,HON,1,1995,1995
135,PER,1,1995,1995
130,ECU,1,1995,1995
90,GUA,1,1993,1993
80,NA,1,1993,1993
90,GUA,1,1995,1995
80,NA,1,1995,1995
41,HAI,1,1993,1994
160,ARG,1,1993,1994
20,CAN,1,1993,1994
42,DOM,1,1994,1994
220,FRN,1,1993,1994
210,NTH,1,1993,1994
200,UKG,1,1993,1994
2,USA,1,1993,1994
349,SLV,1,1993,1993
325,ITA,1,1993,1993
710,CHN,1,1993,1993
731,PRK,1,1993,1993
710,CHN,1,1995,1995
731,PRK,1,1995,1995
710,CHN,1,1995,1995
713,TAW,1,1995,1995
731,PRK,1,1993,1993
2,USA,1,1993,1993
732,ROK,1,1993,1993
900,AUL,1,1994,1994
20,CAN,1,1994,1994
740,JPN,1,1994,1994
732,ROK,1,1993,1995
2,USA,1,1993,1994
731,PRK,1,1993,1995
713,TAW,1,1993,1993
710,CHN,1,1993,1993
840,PHI,1,1994,1994
713,TAW,1,1994,1994
740,JPN,1,1995,1995
713,TAW,1,1995,1995
713,TAW,1,1996,1996
740,JPN,1,1996,1996
840,PHI,1,1995,1995
710,CHN,1,1995,1995
710,CHN,1,1996,1997
840,PHI,1,1996,1997
816,VIE,1,1993,1993
710,CHN,1,1993,1993
816,VIE,1,1994,1994
710,CHN,1,1994,1994
230,SPN,1,1995,1995
20,CAN,1,1995,1995
211,BEL,1,1993,1993
490,ZAI,1,1993,1993
713,TAW,1,1994,1994
710,CHN,1,1994,1994
352,CYP,1,1993,1993
640,TUR,1,1993,1993
640,TUR,1,1993,1993
352,CYP,1,1993,1993
350,GRC,1,1994,1995
640,TUR,1,1994,1995
339,ALB,1,1994,1994
350,GRC,1,1994,1994
740,JPN,1,1993,1995
365,RUS,1,1993,1995
345,YGS,1,1993,1994
339,ALB,1,1993,1994
339,ALB,1,1995,1995
345,YGS,1,1995,1995
343,MAC,1,1994,1994
2,USA,1,1994,1994
345,YGS,1,1994,1994
344,CRO,1,1993,1993
220,FRN,1,1993,1993
369,UKR,1,1994,1994
365,RUS,1,1994,1994
359,MLD,1,1993,1993
365,RUS,1,1993,1993
365,RUS,1,1993,1993
710,CHN,1,1993,1993
700,AFG,1,1993,1994
703,KYR,1,1993,1993
705,KZK,1,1993,1993
701,TKM,1,1993,1993
704,UZB,1,1993,1993
365,RUS,1,1993,1994
702,TAJ,1,1993,1994
700,AFG,1,1994,1995
365,RUS,1,1994,1995
343,MAC,1,1993,1993
339,ALB,1,1993,1993
816,VIE,1,1995,1995
713,TAW,1,1995,1995
740,JPN,1,1995,1995
710,CHN,1,1995,1995
740,JPN,1,1996,1996
710,CHN,1,1996,1996
710,CHN,1,1996,1996
850,INS,1,1996,1996
2,USA,1,1995,1996
713,TAW,1,1995,1996
710,CHN,1,1995,1996
732,ROK,1,1994,1994
2,USA,1,1994,1994
710,CHN,1,1994,1994
461,TOG,1,1993,1993
452,GHA,1,1993,1993
436,NIR,1,1993,1993
483,CHA,1,1993,1993
483,CHA,1,1995,1995
475,NIG,1,1995,1995
484,CON,1,1993,1993
490,ZAI,1,1993,1993
540,ANG,1,1994,1994
490,ZAI,1,1994,1994
645,IRQ,1,1993,1993
630,IRN,1,1993,1993
630,IRN,1,1993,1993
651,EGY,1,1993,1993
940,SOL,1,1993,1993
910,PNG,1,1993,1993
940,SOL,1,1996,1996
910,PNG,1,1996,1996
500,UGA,1,1994,1997
625,SDN,1,1994,1997
625,SDN,1,1994,1996
530,ETI,1,1994,1996
531,ERI,1,1994,1994
625,SDN,1,1994,1994
522,DJI,1,1995,1996
531,ERI,1,1995,1996
500,UGA,1,1995,1995
501,KEN,1,1995,1995
500,UGA,1,1995,1995
501,KEN,1,1995,1995
437,IVO,1,1993,1993
475,NIG,1,1993,1993
355,BUL,1,1996,1996
705,KZK,1,1996,1996
740,JPN,1,1998,1998
2,USA,1,1994,1999
732,ROK,1,1994,1999
731,PRK,1,1994,1999
2,USA,1,1999,2000
713,TAW,1,1999,2000
710,CHN,1,1999,2000
710,CHN,1,1997,1997
731,PRK,1,1997,1997
339,ALB,1,1997,1997
350,GRC,1,1997,1997
350,GRC,1,1995,1996
640,TUR,1,1995,1996
352,CYP,1,1994,1995
640,TUR,1,1994,1995
350,GRC,1,1999,1999
350,GRC,1,2000,2001
350,GRC,1,1996,1998
352,CYP,1,1996,2001
640,TUR,1,1996,2001
372,GRG,1,1997,1997
365,RUS,1,1997,1997
343,MAC,1,1997,1997
339,ALB,1,1997,1997
369,UKR,1,1996,1996
365,RUS,1,1996,1996
344,CRO,1,1995,1995
345,YGS,1,1995,1995
344,CRO,1,1995,1996
310,HUN,1,1995,1996
345,YGS,1,1995,1996
310,HUN,1,1995,1996
367,LAT,1,1994,1994
365,RUS,1,1994,1994
365,RUS,1,1994,1994
710,CHN,1,1994,1994
368,LIT,1,1995,1995
365,RUS,1,1995,1995
290,POL,1,1993,1993
365,RUS,1,1993,1993
290,POL,1,1997,1997
365,RUS,1,1997,1997
360,RUM,1,1997,1997
369,UKR,1,1997,1997
372,GRG,1,1996,1996
373,AZE,1,1996,1996
367,LAT,1,1998,1999
365,RUS,1,1998,1999
645,IRQ,1,1994,1994
630,IRN,1,1994,1994
679,YEM,1,1994,1995
670,SAU,1,1994,1995
452,GHA,1,1994,1994
461,TOG,1,1994,1994
565,NAM,1,1997,1998
571,BOT,1,1997,1998
516,BUI,1,1995,1995
510,TAZ,1,1995,1995
475,NIG,1,1994,1994
471,CAO,1,1994,1994
679,YEM,1,1995,1996
531,ERI,1,1995,1996
517,RWA,1,1996,1997
